TeamID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3
PlayerID,1,1,10,10,11,11,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,1,1,10,10,11,11,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,0,0
Attributes,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
frame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,53.13359,53.038124,52.62633,43.132626,54.01911,23.575058,68.94156,31.393507,8.064067,33.066338,93.04575,33.198105,64.891685,20.110172,58.184765,60.268578,63.280354,48.640842,51.808693,68.19436,37.582035,52.95457,52.81895,10.791028,29.419003,29.29647,30.147951,21.996922,52.0086,24.597338,52.5424,42.631947,52.14363,31.6711,40.28298,36.137337,40.216267,30.466066,39.74453,21.74423,29.863533,52.29942,26.115326,41.902317,52.755344,31.83068
1,53.13277,53.099983,52.61572,43.114075,54.0133,23.639513,68.94156,31.393507,8.064067,33.066338,93.04575,33.198105,64.891685,20.110172,58.184765,60.268578,63.280354,48.640842,51.778557,68.15486,37.601723,53.001007,52.793278,10.847707,29.42791,29.307154,30.15524,21.996122,52.046364,24.695244,52.60549,42.552036,52.112915,31.673624,40.27098,36.26048,40.22796,30.505083,39.75724,21.762505,29.885149,52.33221,26.135504,41.92613,53.07235,31.791082
2,53.13114,53.222996,52.60511,43.097652,54.00687,23.703869,68.76769,31.407366,8.040876,33.068375,93.04575,33.198105,64.891685,20.110172,58.106647,60.269855,63.186954,48.96232,51.6887,68.12166,37.62192,53.04853,52.767643,10.904298,29.43681,29.317858,30.16312,21.995256,52.083992,24.792814,52.669273,42.469593,52.0822,31.676146,40.25857,36.38303,40.23964,30.544065,39.769283,21.775953,29.906412,52.364944,26.155657,41.94993,53.38938,31.754894
3,53.12952,53.34506,52.59448,43.079075,54.00056,23.763563,68.66287,31.75737,8.017688,33.07041,93.04575,33.198105,64.590034,20.641752,58.038475,60.34533,63.186954,48.96232,51.5987,68.08834,37.641907,53.095917,52.74205,10.954151,29.44571,29.328535,30.170408,21.994455,52.121777,24.885689,52.73286,42.389038,52.05149,31.678669,40.246708,36.504936,40.252113,30.586529,39.782303,21.794174,29.927639,52.397614,26.17579,41.973686,53.70762,31.715126
4,53.098343,53.224068,52.58363,43.062626,53.99479,23.827623,68.76769,31.407366,8.017688,33.07041,93.308495,32.86051,64.590034,20.641752,58.012527,60.34575,63.110023,48.965508,51.508385,68.05491,37.661415,53.14195,52.716496,11.010536,29.454617,29.33923,30.177683,21.993656,52.159184,24.982653,52.797142,42.30594,52.02107,31.681168,40.234894,36.626213,40.26374,30.625376,39.79403,21.807644,29.949121,52.430195,26.196299,41.997395,54.02584,31.678797
5,53.098343,53.224068,52.5732,43.044018,53.988396,23.891611,68.76769,31.407366,8.017688,33.07041,93.308495,32.86051,64.891685,20.110172,57.919003,60.42116,63.117535,48.80714,51.417747,68.021355,37.681435,53.189053,52.69135,11.066826,29.461964,29.346226,30.18497,21.992855,52.196434,25.074955,52.861233,42.224754,51.990646,31.683666,40.223145,36.746872,40.275368,30.664165,39.806038,21.821047,29.970257,52.462734,26.21503,42.018913,54.345203,31.642336
6,52.998863,53.349293,52.56256,43.02753,53.98203,23.955437,68.76769,31.407366,7.948139,33.07652,93.308495,32.86051,64.79597,20.620245,57.86729,60.42199,63.117535,48.80714,51.326794,67.98768,37.7014,53.23601,52.66587,11.123077,29.470856,29.356892,30.192245,21.992056,52.233593,25.171347,52.925587,42.14102,51.959953,31.686188,40.21145,36.866924,40.28698,30.70292,39.819035,21.839243,29.991348,52.49521,26.23511,42.04261,54.66473,31.60241
7,52.803387,53.2337,52.55189,43.008892,53.975662,24.019157,68.76769,31.407366,8.21834,33.390106,93.308495,32.86051,64.590034,20.641752,57.856903,60.34827,62.994675,48.97029,51.23551,67.95389,37.720737,53.28164,52.640434,11.179241,29.479753,29.367575,30.199535,21.991255,52.270916,25.263048,52.99064,42.05915,51.92926,31.688707,40.19935,36.98642,40.298035,30.741648,39.83075,21.852694,30.012707,52.527603,26.255146,42.06627,54.985283,31.56581
8,52.737892,53.23584,52.541233,42.99239,53.96994,24.082682,68.66287,31.75737,8.485297,33.699932,93.308495,32.86051,64.68408,20.132086,57.87246,60.27369,62.994675,48.97029,51.11332,67.95376,37.740585,53.32833,52.615013,11.235281,29.488625,29.378233,30.207417,21.99039,52.307858,25.358845,53.05551,41.974747,51.898586,31.691227,40.187767,37.10527,40.30961,30.780272,39.84373,21.870872,30.033724,52.559948,26.275171,42.0899,55.306053,31.525732
9,52.44342,53.24546,52.530556,42.97586,53.963707,24.14164,68.66287,31.75737,8.485297,33.699932,93.308495,32.86051,64.590034,20.641752,57.76391,60.423645,63.093792,48.48789,50.981445,67.960655,37.76022,53.374893,52.589645,11.284681,29.497515,29.388908,30.214706,21.98959,52.344654,25.450012,53.121075,41.89223,51.8679,31.693748,40.176258,37.223522,40.321156,30.818842,39.85574,21.884277,30.05469,52.592228,26.295166,42.113506,55.62727,31.489035
10,52.34675,53.37041,52.519863,42.957176,53.95738,24.204971,68.60533,31.761911,8.485297,33.699932,93.308495,32.86051,64.68408,20.132086,57.78975,60.423233,62.956238,48.971886,50.84976,67.96754,37.77939,53.42012,52.56432,11.340595,29.506393,29.399559,30.221983,21.98879,52.38135,25.545197,53.18647,41.807137,51.837505,31.696245,40.165512,37.34391,40.333504,30.86088,39.867416,21.897682,30.075916,52.624424,26.313818,42.134926,55.949635,31.452246
11,52.149345,53.255066,52.50918,42.940636,53.95169,24.268082,68.60533,31.761911,8.485297,33.699932,93.308495,32.86051,64.68408,20.132086,57.697254,60.49814,62.956238,48.971886,50.718258,67.9744,37.79907,53.466408,52.539036,11.396423,29.515265,29.410227,30.229273,21.98799,52.41854,25.63577,53.252556,41.723957,51.8071,31.698742,40.15365,37.46102,40.345036,30.899357,39.880386,21.915863,30.096798,52.656574,26.333769,42.158485,56.272274,31.41194
12,52.149345,53.255066,52.498466,42.92192,53.94539,24.33115,68.60533,31.761911,8.4401455,33.64753,93.00595,32.882465,64.590034,20.641752,57.65669,60.571762,63.001682,48.811985,50.58695,67.98126,37.818123,53.511368,52.51416,11.452078,29.524136,29.420868,30.23655,21.98719,52.45502,25.73037,53.318485,41.63819,51.77643,31.701262,40.142296,37.577503,40.356544,30.93776,39.892372,21.92922,30.11764,52.68866,26.35371,42.182014,56.59586,31.374987
13,52.08405,53.2572,52.487762,42.90534,53.939114,24.394085,68.60533,31.761911,8.397552,33.598095,93.00595,32.882465,64.68408,20.132086,57.65669,60.571762,62.92448,48.815212,50.455826,67.98811,37.837685,53.55739,52.488956,11.507733,29.533012,29.431528,30.244448,21.986322,52.544456,25.7346,53.38488,41.554337,51.745773,31.70378,40.131016,37.693405,40.368034,30.976105,39.905327,21.947386,30.138746,52.720673,26.373833,42.20552,56.91976,31.334528
14,51.947662,53.015457,52.47682,42.88662,53.933464,24.45683,68.60533,31.761911,8.35222,33.545486,93.00595,32.882465,64.45286,20.656078,57.585236,60.609207,62.92448,48.815212,50.304405,67.98376,37.857037,53.603275,52.463787,11.563304,29.541864,29.442163,30.251724,21.985523,52.6339,25.73454,53.505947,41.466923,51.71511,31.706299,40.119778,37.808735,40.3795,31.014399,39.91698,21.960764,30.159512,52.752632,26.393929,42.22899,57.244576,31.297432
15,51.842342,52.76897,52.466316,42.87,53.9272,24.519478,68.60533,31.761911,8.306796,33.492767,93.00595,32.882465,64.45286,20.656078,57.51401,60.64653,62.92448,48.815212,50.15305,67.97904,37.875927,53.647854,52.438633,11.612258,29.550735,29.452814,30.259016,21.984722,52.723354,25.73877,53.6278,41.376816,51.684456,31.708817,40.10861,37.92351,40.390965,31.052658,39.92896,21.97413,30.18023,52.78453,26.412462,42.250282,57.53518,31.231737
16,51.47836,52.781273,52.455578,42.853374,53.921055,24.57759,68.60533,31.761911,8.263945,33.443035,93.00595,32.882465,64.45286,20.656078,57.48843,60.646927,62.96998,48.65393,50.001717,67.974335,37.895317,53.693474,52.41391,11.667581,29.559593,29.46344,30.266293,21.983923,52.81279,25.742973,53.750137,41.288624,51.65435,31.711288,40.097015,38.03774,40.40241,31.090843,39.94189,21.99224,30.201206,52.816345,26.432318,42.273716,57.82663,31.165852
